Ticker;Fecha;Price
ANA;25/03/2022 17:36;166.1
ANA;01/04/2022 17:36;175.8
ANA;08/04/2022 17:36;192
ANA;14/04/2022 17:36;193.2
ANA;22/04/2022 17:36;188.8
ANA;29/04/2022 17:36;187.5
ANA;06/05/2022 17:36;179.9
ANA;13/05/2022 17:36;180.3
ANA;20/05/2022 17:36;183.1
ANA;27/05/2022 17:36;184.5
ANA;03/06/2022 17:36;188.5
ANA;10/06/2022 17:36;183.9
ANA;17/06/2022 17:36;176.6
ANA;24/06/2022 17:36;177.5
ANA;01/07/2022 17:36;179
ANA;08/07/2022 17:36;189.8
ANA;15/07/2022 17:36;181.6
ANA;22/07/2022 17:36;184.7
ANA;29/07/2022 17:36;200.6
ANA;05/08/2022 17:36;199.1
ANA;12/08/2022 17:36;199.5
ANA;19/08/2022 17:36;207
ANA;26/08/2022 17:36;206
ANA;02/09/2022 17:36;194.6
ANA;09/09/2022 17:36;199.7
ANA;16/09/2022 17:36;202.2
ANA;23/09/2022 17:36;187.1
ANA;30/09/2022 17:36;180.6
ANE;15/10/2021 17:36;29.79
ANE;22/10/2021 17:36;29.96
ANE;29/10/2021 17:36;30.23
ANE;05/11/2021 17:36;29.64
ANE;12/11/2021 17:36;30.96
ANE;19/11/2021 17:36;31
ANE;26/11/2021 17:36;30.39
ANE;03/12/2021 17:36;29.78
ANE;10/12/2021 17:36;30.77
ANE;17/12/2021 17:36;30.26
ANE;23/12/2021 17:36;31.56
ANE;30/12/2021 17:36;32.58
ANE;07/01/2022 17:36;29.41
ANE;14/01/2022 17:36;28.64
ANE;21/01/2022 17:36;28.51
ANE;28/01/2022 17:36;26.86
ANE;04/02/2022 17:36;28.12
ANE;11/02/2022 17:36;27.18
ANE;18/02/2022 17:36;27.4
ANE;25/02/2022 17:36;29.54
ANE;04/03/2022 17:36;27.78
ANE;11/03/2022 17:36;32.38
ANE;18/03/2022 17:36;33.33
ANE;25/03/2022 17:36;32.4
ANE;01/04/2022 17:36;33.16
ANE;08/04/2022 17:36;35.16
ANE;14/04/2022 17:36;35.12
ANE;22/04/2022 17:36;34.4
ANE;29/04/2022 17:36;35.38
ANE;06/05/2022 17:36;34
ANE;13/05/2022 17:36;33.88
ANE;20/05/2022 17:36;37.42
ANE;27/05/2022 17:36;36.68
ANE;03/06/2022 17:36;37.28
ANE;10/06/2022 17:36;35.94
ANE;17/06/2022 17:36;34.66
ANE;24/06/2022 17:36;35.48
ANE;01/07/2022 17:36;37.58
ANE;08/07/2022 17:36;39.6
ANE;15/07/2022 17:36;38.84
ANE;22/07/2022 17:36;39.46
ANE;29/07/2022 17:36;42.74
ANE;05/08/2022 17:36;41.64
ANE;12/08/2022 17:36;41.1
ANE;19/08/2022 17:36;42.4
ANE;26/08/2022 17:36;43.5
ANE;02/09/2022 17:36;40.52
ANE;09/09/2022 17:36;42.18
ANE;16/09/2022 17:36;41.96
ANE;23/09/2022 17:36;39.38
ANE;30/09/2022 17:36;38.36
BBVA;15/10/2021 17:36;5.77
BBVA;22/10/2021 17:36;5.69
BBVA;29/10/2021 17:36;6.06
BBVA;05/11/2021 17:36;6.03
BBVA;12/11/2021 17:36;6.13
BBVA;19/11/2021 17:36;5.4
BBVA;26/11/2021 17:36;4.85
BBVA;03/12/2021 17:36;4.79
BBVA;10/12/2021 17:36;5.11
BBVA;17/12/2021 17:36;5
BBVA;23/12/2021 17:36;5.17
BBVA;30/12/2021 17:36;5.25
BBVA;07/01/2022 17:36;5.59
BBVA;14/01/2022 17:36;5.77
BBVA;21/01/2022 17:36;5.63
BBVA;28/01/2022 17:36;5.64
BBVA;04/02/2022 17:36;5.69
BBVA;11/02/2022 17:36;5.97
BBVA;18/02/2022 17:36;5.71
BBVA;25/02/2022 17:36;5.44
BBVA;04/03/2022 17:36;4.8
BBVA;11/03/2022 17:36;4.99
BBVA;18/03/2022 17:36;5.28
BBVA;25/03/2022 17:36;5.12
BBVA;01/04/2022 17:36;5.29
BBVA;08/04/2022 17:36;4.89
BBVA;14/04/2022 17:36;5.03
BBVA;22/04/2022 17:36;5.01
BBVA;29/04/2022 17:36;5.06
BBVA;06/05/2022 17:36;4.59
BBVA;13/05/2022 17:36;4.85
BBVA;20/05/2022 17:36;4.75
BBVA;27/05/2022 17:36;5.04
BBVA;03/06/2022 17:36;4.96
BBVA;10/06/2022 17:36;4.31
BBVA;17/06/2022 17:36;4.27
BBVA;24/06/2022 17:36;4.34
BBVA;01/07/2022 17:36;4.31
BBVA;08/07/2022 17:36;4.4
BBVA;15/07/2022 17:36;4.1
BBVA;22/07/2022 17:36;4.15
BBVA;29/07/2022 17:36;4.42
BBVA;05/08/2022 17:36;4.62
BBVA;12/08/2022 17:36;4.78
BBVA;19/08/2022 17:36;4.7
BBVA;26/08/2022 17:36;4.45
BBVA;02/09/2022 17:36;4.56
BBVA;09/09/2022 17:36;4.85
BBVA;16/09/2022 17:36;4.93
BBVA;23/09/2022 17:36;4.76
BBVA;30/09/2022 17:36;4.62
BKT;15/10/2021 17:36;5.15
BKT;22/10/2021 17:36;4.72
BKT;29/10/2021 17:36;4.76
BKT;05/11/2021 17:36;4.97
BKT;12/11/2021 17:36;4.98
BKT;19/11/2021 17:36;4.56
BKT;26/11/2021 17:36;4.31
BKT;03/12/2021 17:36;4.34
BKT;10/12/2021 17:36;4.31
BKT;17/12/2021 17:36;4.32
BKT;23/12/2021 17:36;4.5
BKT;30/12/2021 17:36;4.51
BKT;07/01/2022 17:36;4.85
BKT;14/01/2022 17:36;4.99
BKT;21/01/2022 17:36;5.18
BKT;28/01/2022 17:36;5.28
BKT;04/02/2022 17:36;5.63
BKT;11/02/2022 17:36;5.98
BKT;18/02/2022 17:36;5.63
BKT;25/02/2022 17:36;5.24
BKT;04/03/2022 17:36;4.41
BKT;11/03/2022 17:36;4.95
BKT;18/03/2022 17:36;5.28
BKT;25/03/2022 17:36;5.16
BKT;01/04/2022 17:36;5.39
BKT;08/04/2022 17:36;5.42
BKT;14/04/2022 17:36;5.28
BKT;22/04/2022 17:36;5.57
BKT;29/04/2022 17:36;5.63
BKT;06/05/2022 17:36;5.17
BKT;13/05/2022 17:36;5.33
BKT;20/05/2022 17:36;5.56
BKT;27/05/2022 17:36;5.99
BKT;03/06/2022 17:36;5.85
BKT;10/06/2022 17:36;5.65
BKT;17/06/2022 17:36;5.77
BKT;24/06/2022 17:36;5.91
BKT;01/07/2022 17:36;5.92
BKT;08/07/2022 17:36;5.17
BKT;15/07/2022 17:36;4.75
BKT;22/07/2022 17:36;4.84
BKT;29/07/2022 17:36;4.8
BKT;05/08/2022 17:36;5.05
BKT;12/08/2022 17:36;5.07
BKT;19/08/2022 17:36;4.99
BKT;26/08/2022 17:36;4.83
BKT;02/09/2022 17:36;5.06
BKT;09/09/2022 17:36;5.59
BKT;16/09/2022 17:36;5.87
BKT;23/09/2022 17:36;5.97
BKT;30/09/2022 17:36;5.77
CABK;15/10/2021 17:36;2.66
CABK;22/10/2021 17:36;2.54
CABK;29/10/2021 17:36;2.49
CABK;05/11/2021 17:36;2.51
CABK;12/11/2021 17:36;2.5
CABK;19/11/2021 17:36;2.37
CABK;26/11/2021 17:36;2.29
CABK;03/12/2021 17:36;2.3
CABK;10/12/2021 17:36;2.3
CABK;17/12/2021 17:36;2.28
CABK;23/12/2021 17:36;2.36
CABK;30/12/2021 17:36;2.41
CABK;07/01/2022 17:36;2.63
CABK;14/01/2022 17:36;2.86
CABK;21/01/2022 17:36;2.77
CABK;28/01/2022 17:36;2.88
CABK;04/02/2022 17:36;3.21
CABK;11/02/2022 17:36;3.39
CABK;18/02/2022 17:36;3.24
CABK;25/02/2022 17:36;3.03
CABK;04/03/2022 17:36;2.64
CABK;11/03/2022 17:36;2.93
CABK;18/03/2022 17:36;3.19
CABK;25/03/2022 17:36;3.03
CABK;01/04/2022 17:36;3.17
CABK;08/04/2022 17:36;3.24
CABK;14/04/2022 17:36;3.04
CABK;22/04/2022 17:36;3.09
CABK;29/04/2022 17:36;3.09
CABK;06/05/2022 17:36;2.95
CABK;13/05/2022 17:36;2.89
CABK;20/05/2022 17:36;3.12
CABK;27/05/2022 17:36;3.36
CABK;03/06/2022 17:36;3.38
CABK;10/06/2022 17:36;3.22
CABK;17/06/2022 17:36;3.41
CABK;24/06/2022 17:36;3.4
CABK;01/07/2022 17:36;3.31
CABK;08/07/2022 17:36;3
CABK;15/07/2022 17:36;2.71
CABK;22/07/2022 17:36;2.82
CABK;29/07/2022 17:36;2.93
CABK;05/08/2022 17:36;3.01
CABK;12/08/2022 17:36;3.05
CABK;19/08/2022 17:36;2.98
CABK;26/08/2022 17:36;2.88
CABK;02/09/2022 17:36;3.03
CABK;09/09/2022 17:36;3.33
CABK;16/09/2022 17:36;3.53
CABK;23/09/2022 17:36;3.48
CABK;30/09/2022 17:36;3.31
CLNX;15/10/2021 17:36;53.58
CLNX;22/10/2021 17:36;54.62
CLNX;29/10/2021 17:36;53.18
CLNX;05/11/2021 17:36;52.72
CLNX;12/11/2021 17:36;54.36
CLNX;19/11/2021 17:36;52.48
CLNX;26/11/2021 17:36;52.74
CLNX;03/12/2021 17:36;50.56
CLNX;10/12/2021 17:36;52.48
CLNX;17/12/2021 17:36;48.8
CLNX;23/12/2021 17:36;49.08
CLNX;30/12/2021 17:36;51.18
CLNX;07/01/2022 17:36;44.36
CLNX;14/01/2022 17:36;42.35
CLNX;21/01/2022 17:36;43.19
CLNX;28/01/2022 17:36;39.94
CLNX;04/02/2022 17:36;39.21
CLNX;11/02/2022 17:36;38.85
CLNX;18/02/2022 17:36;38.32
CLNX;25/02/2022 17:36;39.89
CLNX;04/03/2022 17:36;41.04
CLNX;11/03/2022 17:36;41.95
CLNX;18/03/2022 17:36;43.95
CLNX;25/03/2022 17:36;43.44
CLNX;01/04/2022 17:36;44.02
CLNX;08/04/2022 17:36;44.47
CLNX;14/04/2022 17:36;44.95
CLNX;22/04/2022 17:36;45.14
CLNX;29/04/2022 17:36;44.56
CLNX;06/05/2022 17:36;41.8
CLNX;13/05/2022 17:36;40.6
CLNX;20/05/2022 17:36;40.42
CLNX;27/05/2022 17:36;43.29
CLNX;03/06/2022 17:36;41.08
CLNX;10/06/2022 17:36;40.76
CLNX;17/06/2022 17:36;38.5
CLNX;24/06/2022 17:36;38.95
CLNX;01/07/2022 17:36;38.16
CLNX;08/07/2022 17:36;38.6
CLNX;15/07/2022 17:36;41.97
CLNX;22/07/2022 17:36;42.4
CLNX;29/07/2022 17:36;43.59
CLNX;05/08/2022 17:36;41.63
CLNX;12/08/2022 17:36;42.32
CLNX;19/08/2022 17:36;42.53
CLNX;26/08/2022 17:36;39.92
CLNX;02/09/2022 17:36;38.37
CLNX;09/09/2022 17:36;38.15
CLNX;16/09/2022 17:36;34.97
CLNX;23/09/2022 17:36;31.85
CLNX;30/09/2022 17:36;31.79
COL;15/10/2021 17:36;8.49
COL;22/10/2021 17:36;8.32
COL;29/10/2021 17:36;8.41
COL;05/11/2021 17:36;8.68
COL;12/11/2021 17:36;8.48
COL;19/11/2021 17:36;8.07
COL;26/11/2021 17:36;8.16
COL;03/12/2021 17:36;7.78
COL;10/12/2021 17:36;8.05
COL;17/12/2021 17:36;8.03
COL;23/12/2021 17:36;8.13
COL;30/12/2021 17:36;8.25
COL;07/01/2022 17:36;8.27
COL;14/01/2022 17:36;8.31
COL;21/01/2022 17:36;8.02
COL;28/01/2022 17:36;7.82
COL;04/02/2022 17:36;7.4
COL;11/02/2022 17:36;7.64
COL;18/02/2022 17:36;7.64
COL;25/02/2022 17:36;7.7
COL;04/03/2022 17:36;7.28
COL;11/03/2022 17:36;7.91
COL;18/03/2022 17:36;8.16
COL;25/03/2022 17:36;8.25
COL;01/04/2022 17:36;8.26
COL;08/04/2022 17:36;8.25
COL;14/04/2022 17:36;8.33
COL;22/04/2022 17:36;8.13
COL;29/04/2022 17:36;7.97
COL;06/05/2022 17:36;7.67
COL;13/05/2022 17:36;7.69
COL;20/05/2022 17:36;7.68
COL;27/05/2022 17:36;7.83
COL;03/06/2022 17:36;7.42
COL;10/06/2022 17:36;6.99
COL;17/06/2022 17:36;6.53
COL;24/06/2022 17:36;6.59
COL;01/07/2022 17:36;6.09
COL;08/07/2022 17:36;6.09
COL;15/07/2022 17:36;6.09
COL;22/07/2022 17:36;6.33
COL;29/07/2022 17:36;6.47
COL;05/08/2022 17:36;6.41
COL;12/08/2022 17:36;6.69
COL;19/08/2022 17:36;6.29
COL;26/08/2022 17:36;5.95
COL;02/09/2022 17:36;5.91
COL;09/09/2022 17:36;5.82
COL;16/09/2022 17:36;5.7
COL;23/09/2022 17:36;5.02
COL;30/09/2022 17:36;4.94
ELE;15/10/2021 17:36;18.66
ELE;22/10/2021 17:36;19.07
ELE;29/10/2021 17:36;19.95
ELE;05/11/2021 17:36;20
ELE;12/11/2021 17:36;19.2
ELE;19/11/2021 17:36;19.2
ELE;26/11/2021 17:36;20.08
ELE;03/12/2021 17:36;19.43
ELE;10/12/2021 17:36;19.64
ELE;17/12/2021 17:36;19.67
ELE;23/12/2021 17:36;20.3
ELE;30/12/2021 17:36;20.2
ELE;07/01/2022 17:36;19.39
ELE;14/01/2022 17:36;19.2
ELE;21/01/2022 17:36;19.76
ELE;28/01/2022 17:36;20
ELE;04/02/2022 17:36;19.18
ELE;11/02/2022 17:36;18.72
ELE;18/02/2022 17:36;18.77
ELE;25/02/2022 17:36;19.47
ELE;04/03/2022 17:36;17.84
ELE;11/03/2022 17:36;18.42
ELE;18/03/2022 17:36;18.48
ELE;25/03/2022 17:36;18.42
ELE;01/04/2022 17:36;19.63
ELE;08/04/2022 17:36;20.03
ELE;14/04/2022 17:36;19.61
ELE;22/04/2022 17:36;19.86
ELE;29/04/2022 17:36;20.03
ELE;06/05/2022 17:36;19.68
ELE;13/05/2022 17:36;19.82
ELE;20/05/2022 17:36;20.67
ELE;27/05/2022 17:36;20.86
ELE;03/06/2022 17:36;20.43
ELE;10/06/2022 17:36;19.9
ELE;17/06/2022 17:36;19.09
ELE;24/06/2022 17:36;18.95
ELE;01/07/2022 17:36;18.55
ELE;08/07/2022 17:36;18.08
ELE;15/07/2022 17:36;17.72
ELE;22/07/2022 17:36;17.77
ELE;29/07/2022 17:36;17.91
ELE;05/08/2022 17:36;17.79
ELE;12/08/2022 17:36;18.04
ELE;19/08/2022 17:36;18.16
ELE;26/08/2022 17:36;17.86
ELE;02/09/2022 17:36;17.25
ELE;09/09/2022 17:36;17.48
ELE;16/09/2022 17:36;17.63
ELE;23/09/2022 17:36;16.95
ELE;30/09/2022 17:36;15.42
ENG;15/10/2021 17:36;19.63
ENG;22/10/2021 17:36;19.49
ENG;29/10/2021 17:36;19.41
ENG;05/11/2021 17:36;20.09
ENG;12/11/2021 17:36;19.93
ENG;19/11/2021 17:36;19.72
ENG;26/11/2021 17:36;19.87
ENG;03/12/2021 17:36;20.11
ENG;10/12/2021 17:36;20.6
ENG;17/12/2021 17:36;19.88
ENG;23/12/2021 17:36;20.36
ENG;30/12/2021 17:36;20.4
ENG;07/01/2022 17:36;20
ENG;14/01/2022 17:36;20.15
ENG;21/01/2022 17:36;19.81
ENG;28/01/2022 17:36;19.63
ENG;04/02/2022 17:36;18.97
ENG;11/02/2022 17:36;18.9
ENG;18/02/2022 17:36;18.31
ENG;25/02/2022 17:36;18.78
ENG;04/03/2022 17:36;18.69
ENG;11/03/2022 17:36;20
ENG;18/03/2022 17:36;20.08
ENG;25/03/2022 17:36;20.31
ENG;01/04/2022 17:36;20.21
ENG;08/04/2022 17:36;21.13
ENG;14/04/2022 17:36;21.16
ENG;22/04/2022 17:36;20.48
ENG;29/04/2022 17:36;20.57
ENG;06/05/2022 17:36;20.73
ENG;13/05/2022 17:36;20.76
ENG;20/05/2022 17:36;21.47
ENG;27/05/2022 17:36;21.72
ENG;03/06/2022 17:36;21.58
ENG;10/06/2022 17:36;21.71
ENG;17/06/2022 17:36;21.12
ENG;24/06/2022 17:36;20.71
ENG;01/07/2022 17:36;21.27
ENG;08/07/2022 17:36;19.66
ENG;15/07/2022 17:36;18.7
ENG;22/07/2022 17:36;18.74
ENG;29/07/2022 17:36;19.28
ENG;05/08/2022 17:36;18.85
ENG;12/08/2022 17:36;19.45
ENG;19/08/2022 17:36;19.41
ENG;26/08/2022 17:36;19.31
ENG;02/09/2022 17:36;18.45
ENG;09/09/2022 17:36;17.77
ENG;16/09/2022 17:36;17.27
ENG;23/09/2022 17:36;16.9
ENG;30/09/2022 17:36;15.84
FDR;15/10/2021 17:36;35.1
FDR;22/10/2021 17:36;36.9
FDR;29/10/2021 17:36;33.05
FDR;05/11/2021 17:36;33.1
FDR;12/11/2021 17:36;33.65
FDR;19/11/2021 17:36;35.5
FDR;26/11/2021 17:36;32.95
FDR;03/12/2021 17:36;32.15
FDR;10/12/2021 17:36;32.75
FDR;17/12/2021 17:36;32.5
FDR;23/12/2021 17:36;34.15
FDR;30/12/2021 17:36;35.2
FDR;07/01/2022 17:36;33.3
FDR;14/01/2022 17:36;30.3
FDR;21/01/2022 17:36;29.9
FDR;28/01/2022 17:36;27.8
FDR;04/02/2022 17:36;27.25
FDR;11/02/2022 17:36;26.75
FDR;18/02/2022 17:36;25.25
FDR;25/02/2022 17:36;24.9
FDR;04/03/2022 17:36;24.2
FDR;11/03/2022 17:36;25.15
FDR;18/03/2022 17:36;28.35
FDR;25/03/2022 17:36;26.5
FDR;01/04/2022 17:36;25.2
FDR;08/04/2022 17:36;25.98
FDR;14/04/2022 17:36;25.24
FDR;22/04/2022 17:36;26.04
FDR;29/04/2022 17:36;26.12
FDR;06/05/2022 17:36;23.64
FDR;13/05/2022 17:36;22.8
FDR;20/05/2022 17:36;22.78
FDR;27/05/2022 17:36;24.54
FDR;03/06/2022 17:36;24.72
FDR;10/06/2022 17:36;22.14
FDR;17/06/2022 17:36;21.12
FDR;24/06/2022 17:36;22.44
FDR;01/07/2022 17:36;19.32
FDR;08/07/2022 17:36;19.7
FDR;15/07/2022 17:36;19.35
FDR;22/07/2022 17:36;19.25
FDR;29/07/2022 17:36;18.17
FDR;05/08/2022 17:36;18.63
FDR;12/08/2022 17:36;18.58
FDR;19/08/2022 17:36;17.57
FDR;26/08/2022 17:36;15.97
FDR;02/09/2022 17:36;15.7
FDR;09/09/2022 17:36;15.76
FDR;16/09/2022 17:36;15.15
FDR;23/09/2022 17:36;14.76
FDR;30/09/2022 17:36;15.52
FER;15/10/2021 17:36;26.7
FER;22/10/2021 17:36;27.18
FER;29/10/2021 17:36;27.26
FER;05/11/2021 17:36;27.4
FER;12/11/2021 17:36;26.35
FER;19/11/2021 17:36;25.98
FER;26/11/2021 17:36;24.77
FER;03/12/2021 17:36;25.4
FER;10/12/2021 17:36;25.49
FER;17/12/2021 17:36;25.69
FER;23/12/2021 17:36;26.93
FER;30/12/2021 17:36;27.56
FER;07/01/2022 17:36;26.62
FER;14/01/2022 17:36;26.43
FER;21/01/2022 17:36;25.67
FER;28/01/2022 17:36;24.18
FER;04/02/2022 17:36;24.11
FER;11/02/2022 17:36;24.46
FER;18/02/2022 17:36;24.59
FER;25/02/2022 17:36;24.37
FER;04/03/2022 17:36;23.4
FER;11/03/2022 17:36;24.4
